,filename,time_difference
301,flevopark_5_audio1_2022-06-04_18-49-00_(3201).flac,-14866438.5
302,flevopark_5_audio1_2022-06-04_18-50-00_(3202).flac,-14866498.5
303,flevopark_5_audio1_2022-06-04_18-51-00_(3203).flac,-14866558.5
304,flevopark_5_audio1_2022-06-04_18-52-00_(3204).flac,-14866618.5
305,flevopark_5_audio1_2022-06-04_18-53-00_(3205).flac,-14866678.5
306,flevopark_5_audio1_2022-06-04_18-54-00_(3206).flac,-14866738.5
307,flevopark_5_audio1_2022-06-04_18-55-00_(3207).flac,-14866798.5
308,flevopark_5_audio1_2022-06-04_18-56-00_(3208).flac,-14866858.5
309,flevopark_5_audio1_2022-06-04_18-57-00_(3209).flac,-14866918.5
310,flevopark_5_audio1_2022-06-04_18-58-00_(3210).flac,-14866978.5
311,flevopark_5_audio1_2022-06-04_18-59-00_(3211).flac,-14867038.5
312,flevopark_5_audio1_2022-06-04_19-00-00_(3212).flac,-14867098.5
313,flevopark_5_audio1_2022-06-04_19-01-00_(3213).flac,-14867158.5
314,flevopark_5_audio1_2022-06-04_19-02-00_(3214).flac,-14867218.5
315,flevopark_5_audio1_2022-06-04_19-03-00_(3215).flac,-14867278.5
316,flevopark_5_audio1_2022-06-04_19-04-00_(3216).flac,-14867338.5
317,flevopark_5_audio1_2022-06-04_19-05-00_(3217).flac,-14867398.5
318,flevopark_5_audio1_2022-06-04_19-06-00_(3218).flac,-14867458.5
319,flevopark_5_audio1_2022-06-04_19-07-00_(3219).flac,-14867518.5
320,flevopark_5_audio1_2022-06-04_19-08-00_(3220).flac,-14867578.5
321,flevopark_5_audio1_2022-06-04_19-09-00_(3221).flac,-14867638.5
322,flevopark_5_audio1_2022-06-04_19-10-00_(3222).flac,-14867698.5
323,flevopark_5_audio1_2022-06-04_19-11-00_(3223).flac,-14867758.5
324,flevopark_5_audio1_2022-06-04_19-12-00_(3224).flac,-14867818.5
325,flevopark_5_audio1_2022-06-04_19-13-00_(3225).flac,-14867878.5
326,flevopark_5_audio1_2022-06-04_19-14-00_(3226).flac,-14867938.5
327,flevopark_5_audio1_2022-06-04_19-15-00_(3227).flac,-14867998.5
328,flevopark_5_audio1_2022-06-04_19-16-00_(3228).flac,-14868058.5
329,flevopark_5_audio1_2022-06-04_19-17-00_(3229).flac,-14868118.5
330,flevopark_5_audio1_2022-06-04_19-18-00_(3230).flac,-14868178.5
331,flevopark_5_audio1_2022-06-04_19-19-00_(3231).flac,-14868238.5
332,flevopark_5_audio1_2022-06-04_19-20-00_(3232).flac,-14868298.5
333,flevopark_5_audio1_2022-06-04_19-21-00_(3233).flac,-14868358.5
334,flevopark_5_audio1_2022-06-04_19-22-00_(3234).flac,-14868418.5
335,flevopark_5_audio1_2022-06-04_19-23-00_(3235).flac,-14868478.5
336,flevopark_5_audio1_2022-06-04_19-24-00_(3236).flac,-14868538.5
337,flevopark_5_audio1_2022-06-04_19-25-00_(3237).flac,-14868598.5
338,flevopark_5_audio1_2022-06-04_19-26-00_(3238).flac,-14868658.5
339,flevopark_5_audio1_2022-06-04_19-27-00_(3239).flac,-14868718.5
340,flevopark_5_audio1_2022-06-04_19-28-00_(3240).flac,-14868778.5
341,flevopark_5_audio1_2022-06-04_19-29-00_(3241).flac,-14868838.5
342,flevopark_5_audio1_2022-06-04_19-30-00_(3242).flac,-14868898.5
343,flevopark_5_audio1_2022-06-04_19-31-00_(3243).flac,-14868958.5
344,flevopark_5_audio1_2022-06-04_19-32-00_(3244).flac,-14869018.5
345,flevopark_5_audio1_2022-06-04_19-33-00_(3245).flac,-14869078.5
346,flevopark_5_audio1_2022-06-04_19-34-00_(3246).flac,-14869138.5
347,flevopark_5_audio1_2022-06-04_19-35-00_(3247).flac,-14869198.5
348,flevopark_5_audio1_2022-06-04_19-36-00_(3248).flac,-14869258.5
349,flevopark_5_audio1_2022-06-04_19-37-00_(3249).flac,-14869318.5
350,flevopark_5_audio1_2022-06-04_19-38-00_(3250).flac,-14869378.5
351,flevopark_5_audio1_2022-06-04_19-39-00_(3251).flac,-14869438.5
352,flevopark_5_audio1_2022-06-04_19-40-00_(3252).flac,-14869498.5
353,flevopark_5_audio1_2022-06-04_19-41-00_(3253).flac,-14869558.5
354,flevopark_5_audio1_2022-06-04_19-42-00_(3254).flac,-14869618.5
355,flevopark_5_audio1_2022-06-04_19-43-00_(3255).flac,-14869678.5
356,flevopark_5_audio1_2022-06-04_19-44-00_(3256).flac,-14869738.5
357,flevopark_5_audio1_2022-06-04_19-45-00_(3257).flac,-14869798.5
358,flevopark_5_audio1_2022-06-04_19-46-00_(3258).flac,-14869858.5
359,flevopark_5_audio1_2022-06-04_19-47-00_(3259).flac,-14869918.5
360,flevopark_5_audio1_2022-06-04_19-48-00_(3260).flac,-14869978.5
361,flevopark_5_audio1_2022-06-04_19-49-00_(3261).flac,-14870038.5
362,flevopark_5_audio1_2022-06-04_19-50-00_(3262).flac,-14870098.5
363,flevopark_5_audio1_2022-06-04_19-51-00_(3263).flac,-14870158.5
364,flevopark_5_audio1_2022-06-04_19-52-00_(3264).flac,-14870218.5
365,flevopark_5_audio1_2022-06-04_19-53-00_(3265).flac,-14870278.5
366,flevopark_5_audio1_2022-06-04_19-54-00_(3266).flac,-14870338.5
367,flevopark_5_audio1_2022-06-04_19-55-00_(3267).flac,-14870398.5
368,flevopark_5_audio1_2022-06-04_19-56-00_(3268).flac,-14870458.5
369,flevopark_5_audio1_2022-06-04_19-57-00_(3269).flac,-14870518.5
370,flevopark_5_audio1_2022-06-04_19-58-00_(3270).flac,-14870578.5
371,flevopark_5_audio1_2022-06-04_19-59-00_(3271).flac,-14870638.5
372,flevopark_5_audio1_2022-06-04_20-00-00_(3272).flac,-14870698.5
373,flevopark_5_audio1_2022-06-04_20-01-00_(3273).flac,-14870758.5
374,flevopark_5_audio1_2022-06-04_20-02-00_(3274).flac,-14870818.5
375,flevopark_5_audio1_2022-06-04_20-03-00_(3275).flac,-14870878.5
376,flevopark_5_audio1_2022-06-04_20-04-00_(3276).flac,-14870938.5
377,flevopark_5_audio1_2022-06-04_20-05-00_(3277).flac,-14870998.5
378,flevopark_5_audio1_2022-06-04_20-06-00_(3278).flac,-14871058.5
379,flevopark_5_audio1_2022-06-04_20-07-00_(3279).flac,-14871118.5
380,flevopark_5_audio1_2022-06-04_20-08-00_(3280).flac,-14871178.5
381,flevopark_5_audio1_2022-06-04_20-09-00_(3281).flac,-14871238.5
382,flevopark_5_audio1_2022-06-04_20-10-00_(3282).flac,-14871298.5
383,flevopark_5_audio1_2022-06-04_20-11-00_(3283).flac,-14871358.5
384,flevopark_5_audio1_2022-06-04_20-12-00_(3284).flac,-14871418.5
385,flevopark_5_audio1_2022-06-04_20-13-00_(3285).flac,-14871478.5
386,flevopark_5_audio1_2022-06-04_20-14-00_(3286).flac,-14871538.5
387,flevopark_5_audio1_2022-06-04_20-15-00_(3287).flac,-14871598.5
388,flevopark_5_audio1_2022-06-04_20-16-00_(3288).flac,-14871658.5
389,flevopark_5_audio1_2022-06-04_20-17-00_(3289).flac,-14871718.5
390,flevopark_5_audio1_2022-06-04_20-18-00_(3290).flac,-14871778.5
391,flevopark_5_audio1_2022-06-04_20-19-00_(3291).flac,-14871838.5
392,flevopark_5_audio1_2022-06-04_20-20-00_(3292).flac,-14871898.5
393,flevopark_5_audio1_2022-06-04_20-21-00_(3293).flac,-14871958.5
394,flevopark_5_audio1_2022-06-04_20-22-00_(3294).flac,-14872018.5
395,flevopark_5_audio1_2022-06-04_20-23-00_(3295).flac,-14872078.5
396,flevopark_5_audio1_2022-06-04_20-24-00_(3296).flac,-14872138.5
397,flevopark_5_audio1_2022-06-04_20-25-00_(3297).flac,-14872198.5
398,flevopark_5_audio1_2022-06-04_20-26-00_(3298).flac,-14872258.5
399,flevopark_5_audio1_2022-06-04_20-27-00_(3299).flac,-14872318.5
400,flevopark_5_audio1_2022-06-04_20-28-00_(3300).flac,-14872378.5
401,flevopark_5_audio1_2022-06-04_20-29-00_(3301).flac,-14872438.5
402,flevopark_5_audio1_2022-06-04_20-30-00_(3302).flac,-14872498.5
403,flevopark_5_audio1_2022-06-04_20-31-00_(3303).flac,-14872558.5
404,flevopark_5_audio1_2022-06-04_20-32-00_(3304).flac,-14872618.5
405,flevopark_5_audio1_2022-06-04_20-33-00_(3305).flac,-14872678.5
406,flevopark_5_audio1_2022-06-04_20-34-00_(3306).flac,-14872738.5
407,flevopark_5_audio1_2022-06-04_20-35-00_(3307).flac,-14872798.5
408,flevopark_5_audio1_2022-06-04_20-36-00_(3308).flac,-14872858.5
409,flevopark_5_audio1_2022-06-04_20-37-00_(3309).flac,-14872918.5
410,flevopark_5_audio1_2022-06-04_20-38-00_(3310).flac,-14872978.5
411,flevopark_5_audio1_2022-06-04_20-39-00_(3311).flac,-14873038.5
412,flevopark_5_audio1_2022-06-04_20-40-00_(3312).flac,-14873098.5
413,flevopark_5_audio1_2022-06-04_20-41-00_(3313).flac,-14873158.5
414,flevopark_5_audio1_2022-06-04_20-42-00_(3314).flac,-14873218.5
415,flevopark_5_audio1_2022-06-04_20-43-00_(3315).flac,-14873278.5
416,flevopark_5_audio1_2022-06-04_20-44-00_(3316).flac,-14873338.5
417,flevopark_5_audio1_2022-06-04_20-45-00_(3317).flac,-14873398.5
418,flevopark_5_audio1_2022-06-04_20-46-00_(3318).flac,-14873458.5
419,flevopark_5_audio1_2022-06-04_20-47-00_(3319).flac,-14873518.5
420,flevopark_5_audio1_2022-06-04_20-48-00_(3320).flac,-14873578.5
421,flevopark_5_audio1_2022-06-04_20-49-00_(3321).flac,-14873638.5
422,flevopark_5_audio1_2022-06-04_20-50-00_(3322).flac,-14873698.5
423,flevopark_5_audio1_2022-06-04_20-51-00_(3323).flac,-14873758.5
424,flevopark_5_audio1_2022-06-04_20-52-00_(3324).flac,-14873818.5
425,flevopark_5_audio1_2022-06-04_20-53-00_(3325).flac,-14873878.5
426,flevopark_5_audio1_2022-06-04_20-54-00_(3326).flac,-14873938.5
427,flevopark_5_audio1_2022-06-04_20-55-00_(3327).flac,-14873998.5
428,flevopark_5_audio1_2022-06-04_20-56-00_(3328).flac,-14874058.5
429,flevopark_5_audio1_2022-06-04_20-57-00_(3329).flac,-14874118.5
430,flevopark_5_audio1_2022-06-04_20-58-00_(3330).flac,-14874154.75
431,flevopark_5_audio1_2022-06-04_20-59-00_(3331).flac,-14874238.5
432,flevopark_5_audio1_2022-06-04_21-00-00_(3332).flac,-14874298.5
433,flevopark_5_audio1_2022-06-04_21-01-00_(3333).flac,-14874332.6
434,flevopark_5_audio1_2022-06-04_21-02-00_(3334).flac,-14874418.5
435,flevopark_5_audio1_2022-06-04_21-03-00_(3335).flac,-14874478.5
436,flevopark_5_audio1_2022-06-04_21-04-00_(3336).flac,-14874513.75
437,flevopark_5_audio1_2022-06-04_21-05-00_(3337).flac,-14874598.5
438,flevopark_5_audio1_2022-06-04_21-06-00_(3338).flac,-14874640.0
439,flevopark_5_audio1_2022-06-04_21-07-00_(3339).flac,-14874718.5
440,flevopark_5_audio1_2022-06-04_21-08-00_(3340).flac,-14874761.2
441,flevopark_5_audio1_2022-06-04_21-09-00_(3341).flac,-14874829.85
442,flevopark_5_audio1_2022-06-04_21-10-00_(3342).flac,-14874889.85
443,flevopark_5_audio1_2022-06-04_21-11-00_(3343).flac,-14874937.25
444,flevopark_5_audio1_2022-06-04_21-12-00_(3344).flac,-14875009.85
445,flevopark_5_audio1_2022-06-04_21-13-00_(3345).flac,-14875057.25
446,flevopark_5_audio1_2022-06-04_21-14-00_(3346).flac,-14875118.5
447,flevopark_5_audio1_2022-06-04_21-15-00_(3347).flac,-14875188.65
448,flevopark_5_audio1_2022-06-04_21-16-00_(3348).flac,-14875249.85
449,flevopark_5_audio1_2022-06-04_21-17-00_(3349).flac,-14875297.25
450,flevopark_5_audio1_2022-06-04_21-18-00_(3350).flac,-14875368.3
451,flevopark_5_audio1_2022-06-04_21-19-00_(3351).flac,-14875418.8
452,flevopark_5_audio1_2022-06-04_21-20-00_(3352).flac,-14875477.25
453,flevopark_5_audio1_2022-06-04_21-21-00_(3353).flac,-14875549.85
454,flevopark_5_audio1_2022-06-04_21-23-01_(3356).flac,-14875661.4
455,flevopark_5_audio1_2022-06-04_21-24-00_(3355).flac,-14875717.25
456,flevopark_5_audio1_2022-06-04_21-25-00_(3357).flac,-14875782.4
457,flevopark_5_audio1_2022-06-04_21-26-00_(3358).flac,-14875832.1
458,flevopark_5_audio1_2022-06-04_21-27-00_(3359).flac,-14875909.85
459,flevopark_5_audio1_2022-06-04_21-28-00_(3360).flac,-14875951.2
460,flevopark_5_audio1_2022-06-04_21-29-00_(3361).flac,-14876027.25
461,flevopark_5_audio1_2022-06-04_21-30-00_(3362).flac,-14876076.9
462,flevopark_5_audio1_2022-06-04_21-31-00_(3363).flac,-14876139.25
463,flevopark_5_audio1_2022-06-04_21-32-00_(3364).flac,-14876198.0
464,flevopark_5_audio1_2022-06-04_21-33-00_(3365).flac,-14876266.35
465,flevopark_5_audio1_2022-06-04_21-34-00_(3366).flac,-14876314.5
466,flevopark_5_audio1_2022-06-04_21-35-00_(3367).flac,-14876377.25
467,flevopark_5_audio1_2022-06-04_21-36-00_(3368).flac,-14876437.25
468,flevopark_5_audio1_2022-06-04_21-37-00_(3369).flac,-14876497.3
469,flevopark_5_audio1_2022-06-04_21-39-00_(3371).flac,-14876614.5
470,flevopark_5_audio1_2022-06-04_21-42-01_(3375).flac,-14876795.5
471,flevopark_5_audio1_2022-06-04_21-44-00_(3376).flac,-14876911.75
472,flevopark_5_audio1_2022-06-04_21-45-00_(3377).flac,-14876977.3
473,flevopark_5_audio1_2022-06-04_21-46-00_(3378).flac,-14877041.65
474,flevopark_5_audio1_2022-06-04_21-47-00_(3379).flac,-14877098.05
475,flevopark_5_audio1_2022-06-04_21-48-00_(3380).flac,-14877152.1
476,flevopark_5_audio1_2022-06-04_21-50-00_(3382).flac,-14877276.9
477,flevopark_5_audio1_2022-06-04_21-51-00_(3383).flac,-14877336.9
478,flevopark_5_audio1_2022-06-04_21-52-00_(3384).flac,-14877392.1
479,flevopark_5_audio1_2022-06-04_21-55-01_(3388).flac,-14877575.95
480,flevopark_5_audio1_2022-06-04_21-56-00_(3387).flac,-14877635.7
481,flevopark_5_audio1_2022-06-04_21-57-00_(3389).flac,-14877696.9
482,flevopark_5_audio1_2022-06-04_21-58-00_(3390).flac,-14877759.2
483,flevopark_5_audio1_2022-06-04_21-59-00_(3391).flac,-14877816.9
484,flevopark_5_audio1_2022-06-05_06-00-00_(3392).flac,-14906698.5
485,flevopark_5_audio1_2022-06-05_06-01-00_(3393).flac,-14906758.5
486,flevopark_5_audio1_2022-06-05_06-02-00_(3394).flac,-14906818.5
487,flevopark_5_audio1_2022-06-05_06-03-00_(3395).flac,-14906878.5
488,flevopark_5_audio1_2022-06-05_06-04-00_(3396).flac,-14906938.5
489,flevopark_5_audio1_2022-06-05_06-05-00_(3397).flac,-14906998.5
490,flevopark_5_audio1_2022-06-05_06-06-00_(3398).flac,-14907058.5
491,flevopark_5_audio1_2022-06-05_06-07-00_(3399).flac,-14907118.5
492,flevopark_5_audio1_2022-06-05_06-08-00_(3400).flac,-14907178.5
493,flevopark_5_audio1_2022-06-05_06-09-00_(3401).flac,-14907238.5
494,flevopark_5_audio1_2022-06-05_06-10-00_(3402).flac,-14907291.95
495,flevopark_5_audio1_2022-06-05_06-11-00_(3403).flac,-14907343.55
496,flevopark_5_audio1_2022-06-05_06-12-00_(3404).flac,-14907397.3
497,flevopark_5_audio1_2022-06-05_06-13-00_(3405).flac,-14907466.3
498,flevopark_5_audio1_2022-06-05_06-14-00_(3406).flac,-14907514.5
499,flevopark_5_audio1_2022-06-05_06-16-01_(3409).flac,-14907633.15
500,flevopark_5_audio1_2022-06-05_06-17-00_(3408).flac,-14907704.0
501,flevopark_5_audio1_2022-06-05_06-19-01_(3412).flac,-14907814.35
502,flevopark_5_audio1_2022-06-05_06-20-00_(3411).flac,-14907876.65
503,flevopark_5_audio1_2022-06-05_06-21-00_(3413).flac,-14907937.35
504,flevopark_5_audio1_2022-06-05_06-22-00_(3414).flac,-14907997.85
505,flevopark_5_audio1_2022-06-05_06-23-00_(3415).flac,-14908051.2
506,flevopark_5_audio1_2022-06-05_06-25-01_(3418).flac,-14908178.75
507,flevopark_5_audio1_2022-06-05_06-26-00_(3417).flac,-14908233.6
508,flevopark_5_audio1_2022-06-05_06-27-01_(3420).flac,-14908295.55
509,flevopark_5_audio1_2022-06-05_06-28-00_(3419).flac,-14908355.7
510,flevopark_5_audio1_2022-06-05_06-31-01_(3424).flac,-14908535.05
511,flevopark_5_audio1_2022-06-05_06-32-00_(3423).flac,-14908595.7
512,flevopark_5_audio1_2022-06-05_06-33-00_(3425).flac,-14908653.2
513,flevopark_5_audio1_2022-06-05_06-34-00_(3426).flac,-14908715.85
514,flevopark_5_audio1_2022-06-05_06-38-01_(3431).flac,-14908955.7
515,flevopark_5_audio1_2022-06-05_06-39-00_(3430).flac,-14909012.5
516,flevopark_5_audio1_2022-06-05_06-40-00_(3432).flac,-14909075.35
517,flevopark_5_audio1_2022-06-05_06-48-00_(3440).flac,-14909552.15
518,flevopark_5_audio1_2022-06-05_06-49-00_(3441).flac,-14909616.9
519,flevopark_5_audio1_2022-06-05_06-50-00_(3442).flac,-14909675.7
520,flevopark_5_audio1_2022-06-05_06-51-00_(3443).flac,-14909735.7
521,flevopark_5_audio1_2022-06-05_06-52-00_(3444).flac,-14909793.3
522,flevopark_5_audio1_2022-06-05_06-53-00_(3445).flac,-14909855.1
523,flevopark_5_audio1_2022-06-05_06-54-00_(3446).flac,-14909912.75
524,flevopark_5_audio1_2022-06-05_06-55-00_(3447).flac,-14909973.35
525,flevopark_5_audio1_2022-06-05_06-57-01_(3450).flac,-14910092.3
526,flevopark_5_audio1_2022-06-05_06-58-00_(3449).flac,-14910152.6
527,flevopark_5_audio1_2022-06-05_07-00-01_(3452).flac,-14910272.55
528,flevopark_5_audio1_2022-06-05_07-01-01_(3453).flac,-14910332.4
529,flevopark_5_audio1_2022-06-05_07-01-01_(3454).flac,-14910332.4
530,flevopark_5_audio1_2022-06-05_07-02-01_(3456).flac,-14910392.25
531,flevopark_5_audio1_2022-06-05_07-05-00_(3458).flac,-14910571.15
532,flevopark_5_audio1_2022-06-05_07-07-00_(3460).flac,-14910691.4
533,flevopark_5_audio1_2022-06-05_07-13-01_(3467).flac,-14911053.2
534,flevopark_5_audio1_2022-06-05_07-14-00_(3466).flac,-14911112.7
535,flevopark_5_audio1_2022-06-05_07-15-00_(3468).flac,-14911173.4
536,flevopark_5_audio1_2022-06-05_07-16-00_(3469).flac,-14911233.35
537,flevopark_5_audio1_2022-06-05_07-17-00_(3470).flac,-14911294.5
538,flevopark_5_audio1_2022-06-05_07-18-00_(3471).flac,-14911353.35
539,flevopark_5_audio1_2022-06-05_07-19-00_(3472).flac,-14911413.35
540,flevopark_5_audio1_2022-06-05_07-20-00_(3473).flac,-14911471.5
541,flevopark_5_audio1_2022-06-05_07-21-00_(3474).flac,-14911532.7
542,flevopark_5_audio1_2022-06-05_07-22-00_(3475).flac,-14911592.25
543,flevopark_5_audio1_2022-06-05_07-23-00_(3476).flac,-14911653.3
544,flevopark_5_audio1_2022-06-05_16-00-00_(3753).flac,-14942698.5
545,flevopark_5_audio1_2022-06-05_16-01-00_(3754).flac,-14942758.5
546,flevopark_5_audio1_2022-06-05_16-02-00_(3755).flac,-14942818.5
547,flevopark_5_audio1_2022-06-05_16-03-00_(3756).flac,-14942878.5
548,flevopark_5_audio1_2022-06-05_16-04-00_(3757).flac,-14942914.15
549,flevopark_5_audio1_2022-06-05_16-05-00_(3758).flac,-14942981.6
550,flevopark_5_audio1_2022-06-05_16-06-00_(3759).flac,-14943032.9
551,flevopark_5_audio1_2022-06-05_16-07-00_(3760).flac,-14943096.1
552,flevopark_5_audio1_2022-06-05_16-08-00_(3761).flac,-14943152.1
553,flevopark_5_audio1_2022-06-05_16-09-00_(3762).flac,-14943218.1
554,flevopark_5_audio1_2022-06-05_16-10-00_(3763).flac,-14943274.5
555,flevopark_5_audio1_2022-06-05_16-11-00_(3764).flac,-14943332.1
556,flevopark_5_audio1_2022-06-05_16-12-00_(3765).flac,-14943391.75
557,flevopark_5_audio1_2022-06-05_16-13-00_(3766).flac,-14943452.6
558,flevopark_5_audio1_2022-06-05_16-14-00_(3767).flac,-14943514.5
559,flevopark_5_audio1_2022-06-05_16-15-00_(3768).flac,-14943572.1
560,flevopark_5_audio1_2022-06-05_16-17-01_(3771).flac,-14943693.2
561,flevopark_5_audio1_2022-06-05_16-18-00_(3770).flac,-14943751.15
562,flevopark_7_audio1_2021-11-18_16-00-00_(0).flac,215330.5
563,flevopark_7_audio1_2021-11-18_18-23-10_(1).flac,206740.5
564,flevopark_7_audio1_2021-11-18_20-46-20_(2).flac,200235.0
565,flevopark_7_audio1_2021-11-19_05-00-00_(3).flac,168530.5
566,flevopark_7_audio1_2021-11-19_07-23-10_(4).flac,161330.0
567,flevopark_12_audio1_2021-11-19_07-23-10_(6).flac,1329099.0
568,flevopark_12_audio1_2021-11-19_05-00-00_(5).flac,1336299.5
569,flevopark_12_audio1_2021-11-19_16-00-00_(7).flac,1296699.5
570,flevopark_12_audio1_2021-11-19_18-23-10_(8).flac,1288109.5
571,flevopark_5_audio1_2021-11-19_07-23-10_(4).flac,212801.0
572,flevopark_5_audio1_2021-11-19_20-46-20_(7).flac,165306.0
573,flevopark_5_audio1_2021-11-19_16-00-00_(5).flac,180401.5
574,flevopark_5_audio1_2021-11-19_18-23-10_(6).flac,171811.5
575,flevopark_7_audio1_2021-11-19_20-46-20_(7).flac,113835.0
576,flevopark_7_audio1_2021-11-19_16-00-00_(5).flac,128930.5
577,flevopark_7_audio1_2021-11-19_18-23-10_(6).flac,120340.5
578,flevopark_8_audio1_2021-11-19_05-00-00_(2).flac,-296358.5
579,flevopark_8_audio1_2021-11-19_16-00-00_(4).flac,-335958.5
580,flevopark_8_audio1_2021-11-19_18-23-10_(5).flac,-344548.5
581,flevopark_8_audio1_2021-11-19_20-46-20_(6).flac,-351054.0
582,flevopark_12_audio1_2021-11-20_05-00-00_(12).flac,1249899.5
583,flevopark_12_audio1_2021-11-20_07-23-10_(11).flac,1242699.0
584,flevopark_12_audio1_2021-11-20_16-00-00_(0).flac,1210299.5
585,flevopark_12_audio1_2021-11-20_18-23-10_(1).flac,1201709.5
586,flevopark_12_audio1_2021-11-20_20-46-20_(2).flac,1195204.0
587,flevopark_5_audio1_2021-11-20_05-00-00_(8).flac,133601.5
588,flevopark_5_audio1_2021-11-20_07-23-10_(9).flac,126401.0
589,flevopark_5_audio1_2021-11-20_16-00-00_(10).flac,94001.5
590,flevopark_5_audio1_2021-11-20_18-23-10_(11).flac,85411.5
591,flevopark_5_audio1_2021-11-20_20-46-20_(12).flac,78906.0
